dataset,problem_id,nl,python,java,java_test,n_attempts,flag,fail_reason,ast_jaccard_cross,python_flag,output_match,output_match_rate,output_match_error,last_error
mbpp,291,Write a function to find out the number of ways of painting the fence such that at most 2 adjacent posts have the same color for the given fence with n posts and k colors.,"def count_no_of_ways(n, k): 
	dp = [0] * (n + 1) 
	total = k 
	mod = 1000000007
	dp[1] = k 
	dp[2] = k * k	 
	for i in range(3,n+1): 
		dp[i] = ((k - 1) * (dp[i - 1] + dp[i - 2])) % mod 
	return dp[n]","// Solution.java
public class Solution {
    public static int countNoOfWays(int n, int k) {
        if (n == 0) return 0;
        if (n == 1) return k;
        
        int[] dp = new int[n + 1];
        final int MOD = 1000000007;
        dp[1] = k;
        dp[2] = k * k;
        
        for (int i = 3; i <= n; i++) {
            dp[i] = ((k - 1) * (dp[i - 1] + dp[i - 2])) % MOD;
        }
        
        return dp[n];
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.countNoOfWays(2, 4) == 16 : ""Test case 1 failed"";
        assert Solution.countNoOfWays(3, 2) == 6 : ""Test case 2 failed"";
        assert Solution.countNoOfWays(4, 4) == 228 : ""Test case 3 failed"";
        
        System.out.println(""All test cases passed!"");
    }
}",1,True,,0.2847,True,True,1.0,,
mbpp,427,Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,"import re
def change_date_format(dt):
        return re.sub(r'(\d{4})-(\d{1,2})-(\d{1,2})', '\\3-\\2-\\1', dt)","// Solution.java
public class Solution {
    public static String changeDateFormat(String dt) {
        return dt.replaceAll(""(\\d{4})-(\\d{1,2})-(\\d{1,2})"", ""$3-$2-$1"");
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.changeDateFormat(""2026-01-02"").equals(""02-01-2026"");
        assert Solution.changeDateFormat(""2020-11-13"").equals(""13-11-2020"");
        assert Solution.changeDateFormat(""2021-04-26"").equals(""26-04-2021"");
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2632,True,True,1.0,,
mbpp,401,Write a function to perform index wise addition of tuple elements in the given two nested tuples.,"def add_nested_tuples(test_tup1, test_tup2):
  res = tuple(tuple(a + b for a, b in zip(tup1, tup2))
   for tup1, tup2 in zip(test_tup1, test_tup2))
  return (res) ","// Solution.java
public class Solution {
    public static int[][] addNestedTuples(int[][] testTup1, int[][] testTup2) {
        int[][] res = new int[testTup1.length][];
        for (int i = 0; i < testTup1.length; i++) {
            res[i] = new int[testTup1[i].length];
            for (int j = 0; j < testTup1[i].length; j++) {
                res[i][j] = testTup1[i][j] + testTup2[i][j];
            }
        }
        return res;
    }
}","// Main.java
import java.util.Arrays;

public class Main {
    public static void main(String[] args) {
        assert Arrays.deepEquals(Solution.addNestedTuples(new int[][]{{1, 3}, {4, 5}, {2, 9}, {1, 10}}, new int[][]{{6, 7}, {3, 9}, {1, 1}, {7, 3}}), new int[][]{{7, 10}, {7, 14}, {3, 10}, {8, 13}});
        assert Arrays.deepEquals(Solution.addNestedTuples(new int[][]{{2, 4}, {5, 6}, {3, 10}, {2, 11}}, new int[][]{{7, 8}, {4, 10}, {2, 2}, {8, 4}}), new int[][]{{9, 12}, {9, 16}, {5, 12}, {10, 15}});
        assert Arrays.deepEquals(Solution.addNestedTuples(new int[][]{{3, 5}, {6, 7}, {4, 11}, {3, 12}}, new int[][]{{8, 9}, {5, 11}, {3, 3}, {9, 5}}), new int[][]{{11, 14}, {11, 18}, {7, 14}, {12, 17}});
    }
}",1,True,,0.407,True,False,0.0,0/3 inputs matched,
mbpp,12,Write a function to sort a given matrix in ascending order according to the sum of its rows.,"def sort_matrix(M):
    result = sorted(M, key=sum)
    return result","// Solution.java
public class Solution {
    public static int[][] sortMatrix(int[][] M) {
        Arrays.sort(M, Comparator.comparingInt(o -> Arrays.stream(o).sum()));
        return M;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Arrays.deepEquals(Solution.sortMatrix(new int[][]{{1, 2, 3}, {2, 4, 5}, {1, 1, 1}}), new int[][]{{1, 1, 1}, {1, 2, 3}, {2, 4, 5}});
        assert Arrays.deepEquals(Solution.sortMatrix(new int[][]{{1, 2, 3}, {-2, 4, -5}, {1, -1, 1}}), new int[][]{{-2, 4, -5}, {1, -1, 1}, {1, 2, 3}});
        assert Arrays.deepEquals(Solution.sortMatrix(new int[][]{{5, 8, 9}, {6, 4, 3}, {2, 1, 4}}), new int[][]{{2, 1, 4}, {6, 4, 3}, {5, 8, 9}});
    }
}",1,True,,0.2222,True,False,0.0,0/3 inputs matched,
mbpp,294,Write a function to find the maximum value in a given heterogeneous list.,"def max_val(listval):
     max_val = max(i for i in listval if isinstance(i, int)) 
     return(max_val)","// Solution.java
public class Solution {
    public static int maxVal(List<Object> listval) {
        int maxVal = Integer.MIN_VALUE;
        for (Object item : listval) {
            if (item instanceof Integer) {
                maxVal = Math.max(maxVal, (Integer) item);
            }
        }
        return maxVal;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.maxVal(Arrays.asList(""Python"", 3, 2, 4, 5, ""version"")) == 5;
        assert Solution.maxVal(Arrays.asList(""Python"", 15, 20, 25)) == 25;
        assert Solution.maxVal(Arrays.asList(""Python"", 30, 20, 40, 50, ""version"")) == 50;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.3636,True,False,0.0,0/3 inputs matched,
mbpp,459,Write a function to remove uppercase substrings from a given string.,"import re
def remove_uppercase(str1):
  return re.sub('[A-Z]', '', str1)","// Solution.java
public class Solution {
    public static String removeUppercase(String str1) {
        StringBuilder result = new StringBuilder();
        for (char c : str1.toCharArray()) {
            if (!Character.isUpperCase(c)) {
                result.append(c);
            }
        }
        return result.toString();
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.removeUppercase(""cAstyoUrFavoRitETVshoWs"").equals(""cstyoravoitshos"");
        assert Solution.removeUppercase(""wAtchTheinTernEtrAdIo"").equals(""wtchheinerntrdo"");
        assert Solution.removeUppercase(""VoicESeaRchAndreComMendaTionS"").equals(""oiceachndreomendaion"");
        System.out.println(""All tests passed."");
    }
}",1,True,,0.1714,True,False,0.0,0/3 inputs matched,
mbpp,232,Write a function that takes in a list and an integer n and returns a list containing the n largest items from the list.,"import heapq
def larg_nnum(list1,n):
 largest=heapq.nlargest(n,list1)
 return largest","// Solution.java
public class Solution {
    public static List<Integer> largNNum(List<Integer> list1, int n) {
        PriorityQueue<Integer> pq = new PriorityQueue<>(n);
        for (int num : list1) {
            if (pq.size() < n) {
                pq.add(num);
            } else if (num > pq.peek()) {
                pq.poll();
                pq.add(num);
            }
        }
        return new ArrayList<>(pq);
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert new HashSet<>(Solution.largNNum(Arrays.asList(10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100), 2)).equals(new HashSet<>(Arrays.asList(100, 90)));
        assert new HashSet<>(Solution.largNNum(Arrays.asList(10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100), 5)).equals(new HashSet<>(Arrays.asList(100, 90, 80, 70, 60)));
        assert new HashSet<>(Solution.largNNum(Arrays.asList(10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100), 3)).equals(new HashSet<>(Arrays.asList(100, 90, 80)));
    }
}",1,True,,0.2545,True,False,0.0,0/3 inputs matched,
mbpp,234,Write a function to find the volume of a cube given its side length.,"def volume_cube(l):
  volume = l * l * l
  return volume","// Solution.java
public class Solution {
    public static int volumeCube(int l) {
        int volume = l * l * l;
        return volume;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.volumeCube(3) == 27 : ""Test 1 failed"";
        assert Solution.volumeCube(2) == 8 : ""Test 2 failed"";
        assert Solution.volumeCube(5) == 125 : ""Test 3 failed"";
        
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2143,True,True,1.0,,
mbpp,62,Write a python function to find smallest number in a list.,"def smallest_num(xs):
  return min(xs)
","// Solution.java
public class Solution {
    public static int smallestNum(int[] xs) {
        if (xs == null || xs.length == 0) {
            throw new IllegalArgumentException(""List cannot be empty"");
        }
        int min = xs[0];
        for (int i = 1; i < xs.length; i++) {
            if (xs[i] < min) {
                min = xs[i];
            }
        }
        return min;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.smallestNum(new int[]{10, 20, 1, 45, 99}) == 1 : ""Test 1 failed"";
        assert Solution.smallestNum(new int[]{1, 2, 3}) == 1 : ""Test 2 failed"";
        assert Solution.smallestNum(new int[]{45, 46, 50, 60}) == 45 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.0727,True,False,0.0,0/3 inputs matched,
mbpp,456,Write a function to reverse each string in a given list of string values.,"def reverse_string_list(stringlist):
    result = [x[::-1] for x in stringlist]
    return result","// Solution.java
public class Solution {
    public static List<String> reverseStringList(List<String> stringList) {
        List<String> result = new ArrayList<>();
        for (String s : stringList) {
            StringBuilder sb = new StringBuilder(s);
            result.add(sb.reverse().toString());
        }
        return result;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.reverseStringList(Arrays.asList(""Red"", ""Green"", ""Blue"", ""White"", ""Black"")).equals(Arrays.asList(""deR"", ""neerG"", ""eulB"", ""etihW"", ""kcalB""));
        assert Solution.reverseStringList(Arrays.asList(""john"", ""amal"", ""joel"", ""george"")).equals(Arrays.asList(""nhoj"", ""lama"", ""leoj"", ""egroeg""));
        assert Solution.reverseStringList(Arrays.asList(""jack"", ""john"", ""mary"")).equals(Arrays.asList(""kcaj"", ""nhoj"", ""yram""));
        System.out.println(""All tests passed."");
    }
}",1,True,,0.1837,True,False,0.0,0/3 inputs matched,
mbpp,72,Write a python function to check whether the given number can be represented as the difference of two squares or not.,"def dif_Square(n): 
    if (n % 4 != 2): 
        return True
    return False","// Solution.java
public class Solution {
    public static boolean difSquare(int n) {
        if (n % 4 != 2) {
            return true;
        }
        return false;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.difSquare(5) == true : ""Test 1 failed"";
        assert Solution.difSquare(10) == false : ""Test 2 failed"";
        assert Solution.difSquare(15) == true : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.1852,True,True,1.0,,
mbpp,451,Write a function to remove all whitespaces from the given string.,"import re
def remove_whitespaces(text1):
  return (re.sub(r'\s+', '',text1))","// Solution.java
public class Solution {
    public static String removeWhitespaces(String text1) {
        return text1.replaceAll(""\\s+"", """");
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.removeWhitespaces("" Google    Flutter "").equals(""GoogleFlutter"");
        assert Solution.removeWhitespaces("" Google    Dart "").equals(""GoogleDart"");
        assert Solution.removeWhitespaces("" iOS    Swift "").equals(""iOSSwift"");
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2632,True,False,0.0,0/3 inputs matched,
mbpp,166,Write a function that counts the number of pairs of integers in a list that xor to an even number.,"def find_even_pair(A): 
  count = 0
  for i in range(0, len(A)): 
    for j in range(i+1, len(A)): 
        if ((A[i] ^ A[j]) % 2 == 0): 
          count += 1

  return count","// Solution.java
public class Solution {
    public static int findEvenPair(int[] A) {
        int count = 0;
        for (int i = 0; i < A.length; i++) {
            for (int j = i + 1; j < A.length; j++) {
                if (((A[i] ^ A[j]) % 2 == 0)) {
                    count++;
                }
            }
        }
        return count;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.findEvenPair(new int[]{5, 4, 7, 2, 1}) == 4;
        assert Solution.findEvenPair(new int[]{7, 2, 8, 1, 0, 5, 11}) == 9;
        assert Solution.findEvenPair(new int[]{1, 2, 3}) == 1;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.3256,True,False,0.0,0/3 inputs matched,
mbpp,227,Write a function to find minimum of three numbers.,"def min_of_three(a,b,c): 
      if (a <= b) and (a <= c): 
        smallest = a 
      elif (b <= a) and (b <= c): 
        smallest = b 
      else: 
        smallest = c 
      return smallest ","// Solution.java
public class Solution {
    public static int minOfThree(int a, int b, int c) {
        if ((a <= b) && (a <= c)) {
            return a;
        } else if ((b <= a) && (b <= c)) {
            return b;
        } else {
            return c;
        }
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.minOfThree(10, 20, 0) == 0 : ""Test 1 failed"";
        assert Solution.minOfThree(19, 15, 18) == 15 : ""Test 2 failed"";
        assert Solution.minOfThree(-10, -20, -30) == -30 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2083,True,True,1.0,,
